Name,Device_ID,Download_Date,Reference_Date,Log_Interval,Log_Count,Location_Lat,Location_Lng,Temp_Units,Temp_Calibration,Hum_Calibration,Dewpoint_Calibration 
Section 7,FB80E49E,Thu Apr 07 2022 11:01:54 GMT-0500 (CDT),Not set,3600,4772,0,0,Celsius,0,0,0 
index,date,temperature,humidity,dewpoint 
2607,Fri Jan 07 2022 06:01:54 GMT-0600 (CST),20.8,9.4,-12.7
2608,Fri Jan 07 2022 07:01:54 GMT-0600 (CST),20.8,9.3,-12.8
2609,Fri Jan 07 2022 08:01:54 GMT-0600 (CST),20.8,9.3,-12.8
2610,Fri Jan 07 2022 09:01:54 GMT-0600 (CST),20.9,9.2,-12.8
2611,Fri Jan 07 2022 10:01:54 GMT-0600 (CST),20.9,9.2,-12.8
2612,Fri Jan 07 2022 11:01:54 GMT-0600 (CST),21.0,9.1,-12.9
2613,Fri Jan 07 2022 12:01:54 GMT-0600 (CST),21.3,9.1,-12.7
2614,Fri Jan 07 2022 13:01:54 GMT-0600 (CST),21.3,9.1,-12.7
2615,Fri Jan 07 2022 14:01:54 GMT-0600 (CST),21.5,9.1,-12.5
2616,Fri Jan 07 2022 15:01:54 GMT-0600 (CST),21.3,9.0,-12.8
2617,Fri Jan 07 2022 16:01:54 GMT-0600 (CST),21.2,8.9,-13.0
2618,Fri Jan 07 2022 17:01:54 GMT-0600 (CST),21.2,8.9,-13.0
2619,Fri Jan 07 2022 18:01:54 GMT-0600 (CST),21.4,8.9,-12.9
2620,Fri Jan 07 2022 19:01:54 GMT-0600 (CST),21.1,8.9,-13.1
2621,Fri Jan 07 2022 20:01:54 GMT-0600 (CST),21.0,8.8,-13.3
2622,Fri Jan 07 2022 21:01:54 GMT-0600 (CST),20.9,8.8,-13.4
2623,Fri Jan 07 2022 22:01:54 GMT-0600 (CST),20.8,8.8,-13.5
2624,Fri Jan 07 2022 23:01:54 GMT-0600 (CST),20.8,8.8,-13.5
2625,Sat Jan 08 2022 00:01:54 GMT-0600 (CST),20.8,8.8,-13.5
2626,Sat Jan 08 2022 01:01:54 GMT-0600 (CST),20.7,8.8,-13.5
2627,Sat Jan 08 2022 02:01:54 GMT-0600 (CST),20.7,8.9,-13.4
2628,Sat Jan 08 2022 03:01:54 GMT-0600 (CST),20.7,8.9,-13.4
2629,Sat Jan 08 2022 04:01:54 GMT-0600 (CST),20.7,9.0,-13.3
2630,Sat Jan 08 2022 05:01:54 GMT-0600 (CST),20.7,9.0,-13.3
2631,Sat Jan 08 2022 06:01:54 GMT-0600 (CST),20.7,9.0,-13.3
2632,Sat Jan 08 2022 07:01:54 GMT-0600 (CST),20.7,9.0,-13.3
2633,Sat Jan 08 2022 08:01:54 GMT-0600 (CST),20.7,9.1,-13.1
2634,Sat Jan 08 2022 09:01:54 GMT-0600 (CST),20.8,9.1,-13.1
2635,Sat Jan 08 2022 10:01:54 GMT-0600 (CST),20.8,9.1,-13.1
2636,Sat Jan 08 2022 11:01:54 GMT-0600 (CST),20.8,9.1,-13.1
2637,Sat Jan 08 2022 12:01:54 GMT-0600 (CST),20.8,9.1,-13.1
2638,Sat Jan 08 2022 13:01:54 GMT-0600 (CST),20.8,9.2,-12.9
2639,Sat Jan 08 2022 14:01:54 GMT-0600 (CST),20.8,9.2,-12.9
2640,Sat Jan 08 2022 15:01:54 GMT-0600 (CST),20.9,9.4,-12.6
2641,Sat Jan 08 2022 16:01:54 GMT-0600 (CST),20.9,9.8,-12.1
2642,Sat Jan 08 2022 17:01:54 GMT-0600 (CST),21.0,10.3,-11.4
2643,Sat Jan 08 2022 18:01:54 GMT-0600 (CST),21.0,10.7,-10.9
2644,Sat Jan 08 2022 19:01:54 GMT-0600 (CST),21.0,11.2,-10.3
2645,Sat Jan 08 2022 20:01:54 GMT-0600 (CST),21.1,11.6,-9.8
2646,Sat Jan 08 2022 21:01:54 GMT-0600 (CST),21.1,12.1,-9.2
2647,Sat Jan 08 2022 22:01:54 GMT-0600 (CST),21.1,12.6,-8.7
2648,Sat Jan 08 2022 23:01:54 GMT-0600 (CST),21.2,13.1,-8.1
2649,Sun Jan 09 2022 00:01:54 GMT-0600 (CST),21.2,13.6,-7.6
2650,Sun Jan 09 2022 01:01:54 GMT-0600 (CST),21.2,14.1,-7.2
2651,Sun Jan 09 2022 02:01:54 GMT-0600 (CST),21.2,14.6,-6.7
2652,Sun Jan 09 2022 03:01:54 GMT-0600 (CST),21.2,15.0,-6.4
2653,Sun Jan 09 2022 04:01:54 GMT-0600 (CST),21.2,15.3,-6.1
2654,Sun Jan 09 2022 05:01:54 GMT-0600 (CST),21.2,15.4,-6.0
2655,Sun Jan 09 2022 06:01:54 GMT-0600 (CST),21.2,15.6,-5.9
2656,Sun Jan 09 2022 07:01:54 GMT-0600 (CST),21.2,15.7,-5.8
2657,Sun Jan 09 2022 08:01:54 GMT-0600 (CST),21.2,15.7,-5.8
2658,Sun Jan 09 2022 09:01:54 GMT-0600 (CST),21.2,15.7,-5.8
2659,Sun Jan 09 2022 10:01:54 GMT-0600 (CST),21.3,15.5,-5.9
2660,Sun Jan 09 2022 11:01:54 GMT-0600 (CST),21.4,15.1,-6.1
2661,Sun Jan 09 2022 12:01:54 GMT-0600 (CST),21.7,14.7,-6.2
2662,Sun Jan 09 2022 13:01:54 GMT-0600 (CST),21.6,14.3,-6.7
2663,Sun Jan 09 2022 14:01:54 GMT-0600 (CST),21.4,13.9,-7.2
2664,Sun Jan 09 2022 15:01:54 GMT-0600 (CST),21.3,13.6,-7.6
2665,Sun Jan 09 2022 16:01:54 GMT-0600 (CST),21.3,13.3,-7.9
2666,Sun Jan 09 2022 17:01:54 GMT-0600 (CST),21.2,13.0,-8.2
2667,Sun Jan 09 2022 18:01:54 GMT-0600 (CST),21.2,12.8,-8.4
2668,Sun Jan 09 2022 19:01:54 GMT-0600 (CST),21.2,12.6,-8.6
2669,Sun Jan 09 2022 20:01:54 GMT-0600 (CST),21.1,12.4,-8.9
2670,Sun Jan 09 2022 21:01:54 GMT-0600 (CST),21.1,12.2,-9.1
2671,Sun Jan 09 2022 22:01:54 GMT-0600 (CST),21.1,12.0,-9.3
2672,Sun Jan 09 2022 23:01:54 GMT-0600 (CST),21.1,11.8,-9.6
2673,Mon Jan 10 2022 00:01:54 GMT-0600 (CST),21.1,11.6,-9.8
2674,Mon Jan 10 2022 01:01:54 GMT-0600 (CST),21.1,11.4,-10.0
2675,Mon Jan 10 2022 02:01:54 GMT-0600 (CST),21.0,11.3,-10.2
2676,Mon Jan 10 2022 03:01:54 GMT-0600 (CST),21.0,11.1,-10.4
2677,Mon Jan 10 2022 04:01:54 GMT-0600 (CST),21.0,11.0,-10.5
2678,Mon Jan 10 2022 05:01:54 GMT-0600 (CST),21.0,10.9,-10.6
2679,Mon Jan 10 2022 06:01:54 GMT-0600 (CST),21.0,10.8,-10.8
2680,Mon Jan 10 2022 07:01:54 GMT-0600 (CST),21.0,10.7,-10.9
2681,Mon Jan 10 2022 08:01:54 GMT-0600 (CST),21.0,10.7,-10.9
2682,Mon Jan 10 2022 09:01:54 GMT-0600 (CST),21.1,10.6,-10.9
2683,Mon Jan 10 2022 10:01:54 GMT-0600 (CST),21.2,10.6,-10.8
2684,Mon Jan 10 2022 11:01:54 GMT-0600 (CST),21.4,10.5,-10.8
2685,Mon Jan 10 2022 12:01:54 GMT-0600 (CST),21.5,10.4,-10.8
2686,Mon Jan 10 2022 13:01:54 GMT-0600 (CST),21.4,10.2,-11.2
2687,Mon Jan 10 2022 14:01:54 GMT-0600 (CST),21.7,10.1,-11.1
2688,Mon Jan 10 2022 15:01:54 GMT-0600 (CST),21.5,9.8,-11.6
2689,Mon Jan 10 2022 16:01:54 GMT-0600 (CST),21.5,9.6,-11.8
2690,Mon Jan 10 2022 17:01:54 GMT-0600 (CST),21.4,9.4,-12.2
2691,Mon Jan 10 2022 18:01:54 GMT-0600 (CST),21.4,9.2,-12.5
2692,Mon Jan 10 2022 19:01:54 GMT-0600 (CST),21.2,9.0,-12.9
2693,Mon Jan 10 2022 20:01:54 GMT-0600 (CST),21.1,8.8,-13.2
2694,Mon Jan 10 2022 21:01:54 GMT-0600 (CST),21.1,8.6,-13.5
2695,Mon Jan 10 2022 22:01:54 GMT-0600 (CST),21.0,8.5,-13.7
2696,Mon Jan 10 2022 23:01:54 GMT-0600 (CST),21.0,8.3,-14.0
2697,Tue Jan 11 2022 00:01:54 GMT-0600 (CST),21.0,8.2,-14.2
2698,Tue Jan 11 2022 01:01:54 GMT-0600 (CST),20.9,8.1,-14.4
2699,Tue Jan 11 2022 02:01:54 GMT-0600 (CST),20.9,8.0,-14.6
2700,Tue Jan 11 2022 03:01:54 GMT-0600 (CST),20.9,7.8,-14.9
2701,Tue Jan 11 2022 04:01:54 GMT-0600 (CST),20.9,7.7,-15.0
2702,Tue Jan 11 2022 05:01:54 GMT-0600 (CST),20.9,7.7,-15.0
2703,Tue Jan 11 2022 06:01:54 GMT-0600 (CST),20.8,7.6,-15.3
2704,Tue Jan 11 2022 07:01:54 GMT-0600 (CST),20.8,7.5,-15.4
2705,Tue Jan 11 2022 08:01:54 GMT-0600 (CST),20.8,7.5,-15.4
2706,Tue Jan 11 2022 09:01:54 GMT-0600 (CST),20.9,7.4,-15.5
2707,Tue Jan 11 2022 10:01:54 GMT-0600 (CST),21.2,7.6,-15.0
2708,Tue Jan 11 2022 11:01:54 GMT-0600 (CST),21.2,7.5,-15.1
2709,Tue Jan 11 2022 12:01:54 GMT-0600 (CST),21.4,7.5,-15.0
2710,Tue Jan 11 2022 13:01:54 GMT-0600 (CST),21.4,7.5,-15.0
2711,Tue Jan 11 2022 14:01:54 GMT-0600 (CST),21.6,7.6,-14.7
2712,Tue Jan 11 2022 15:01:54 GMT-0600 (CST),21.6,7.8,-14.3
2713,Tue Jan 11 2022 16:01:54 GMT-0600 (CST),21.6,8.1,-13.9
2714,Tue Jan 11 2022 17:01:54 GMT-0600 (CST),21.6,8.4,-13.4
2715,Tue Jan 11 2022 18:01:54 GMT-0600 (CST),21.6,8.8,-12.9
2716,Tue Jan 11 2022 19:01:54 GMT-0600 (CST),21.4,9.2,-12.5
2717,Tue Jan 11 2022 20:01:54 GMT-0600 (CST),21.4,9.6,-11.9
2718,Tue Jan 11 2022 21:01:54 GMT-0600 (CST),21.3,10.0,-11.5
2719,Tue Jan 11 2022 22:01:54 GMT-0600 (CST),21.3,10.3,-11.1
2720,Tue Jan 11 2022 23:01:54 GMT-0600 (CST),21.3,10.7,-10.6
2721,Wed Jan 12 2022 00:01:54 GMT-0600 (CST),21.3,11.0,-10.3
2722,Wed Jan 12 2022 01:01:54 GMT-0600 (CST),21.3,11.3,-9.9
2723,Wed Jan 12 2022 02:01:54 GMT-0600 (CST),21.3,11.6,-9.6
2724,Wed Jan 12 2022 03:01:54 GMT-0600 (CST),21.3,11.9,-9.3
2725,Wed Jan 12 2022 04:01:54 GMT-0600 (CST),21.3,12.2,-9.0
2726,Wed Jan 12 2022 05:01:54 GMT-0600 (CST),21.3,12.4,-8.8
2727,Wed Jan 12 2022 06:01:54 GMT-0600 (CST),21.3,12.7,-8.5
2728,Wed Jan 12 2022 07:01:54 GMT-0600 (CST),21.3,12.9,-8.2
2729,Wed Jan 12 2022 08:01:54 GMT-0600 (CST),21.3,13.2,-8.0
2730,Wed Jan 12 2022 09:01:54 GMT-0600 (CST),21.4,13.4,-7.7
2731,Wed Jan 12 2022 10:01:54 GMT-0600 (CST),21.6,13.7,-7.2
2732,Wed Jan 12 2022 11:01:54 GMT-0600 (CST),21.7,13.9,-7.0
2733,Wed Jan 12 2022 12:01:54 GMT-0600 (CST),21.8,14.2,-6.6
2734,Wed Jan 12 2022 13:01:54 GMT-0600 (CST),21.8,14.4,-6.4
2735,Wed Jan 12 2022 14:01:54 GMT-0600 (CST),22.0,14.7,-6.0
2736,Wed Jan 12 2022 15:01:54 GMT-0600 (CST),21.9,14.9,-5.9
2737,Wed Jan 12 2022 16:01:54 GMT-0600 (CST),21.9,15.2,-5.6
2738,Wed Jan 12 2022 17:01:54 GMT-0600 (CST),22.1,15.5,-5.2
2739,Wed Jan 12 2022 18:01:54 GMT-0600 (CST),21.9,15.8,-5.1
2740,Wed Jan 12 2022 19:01:54 GMT-0600 (CST),21.9,16.0,-5.0
2741,Wed Jan 12 2022 20:01:54 GMT-0600 (CST),21.8,16.2,-4.9
2742,Wed Jan 12 2022 21:01:54 GMT-0600 (CST),21.7,16.4,-4.8
2743,Wed Jan 12 2022 22:01:54 GMT-0600 (CST),21.7,16.6,-4.6
2744,Wed Jan 12 2022 23:01:54 GMT-0600 (CST),21.7,16.8,-4.5
2745,Thu Jan 13 2022 00:01:54 GMT-0600 (CST),21.7,17.0,-4.3
2746,Thu Jan 13 2022 01:01:54 GMT-0600 (CST),21.7,17.1,-4.2
2747,Thu Jan 13 2022 02:01:54 GMT-0600 (CST),21.7,17.3,-4.1
2748,Thu Jan 13 2022 03:01:54 GMT-0600 (CST),21.7,17.5,-3.9
2749,Thu Jan 13 2022 04:01:54 GMT-0600 (CST),21.7,17.6,-3.8
2750,Thu Jan 13 2022 05:01:54 GMT-0600 (CST),21.7,17.8,-3.7
2751,Thu Jan 13 2022 06:01:54 GMT-0600 (CST),21.7,18.2,-3.4
2752,Thu Jan 13 2022 07:01:54 GMT-0600 (CST),21.8,18.6,-3.0
2753,Thu Jan 13 2022 08:01:54 GMT-0600 (CST),21.7,18.8,-3.0
2754,Thu Jan 13 2022 09:01:54 GMT-0600 (CST),21.7,19.0,-2.8
2755,Thu Jan 13 2022 10:01:54 GMT-0600 (CST),21.7,19.3,-2.6
2756,Thu Jan 13 2022 11:01:54 GMT-0600 (CST),22.1,19.6,-2.1
2757,Thu Jan 13 2022 12:01:54 GMT-0600 (CST),21.9,19.7,-2.2
2758,Thu Jan 13 2022 13:01:54 GMT-0600 (CST),21.8,19.9,-2.1
2759,Thu Jan 13 2022 14:01:54 GMT-0600 (CST),22.1,20.1,-1.7
2760,Thu Jan 13 2022 15:01:54 GMT-0600 (CST),22.2,20.1,-1.6
2761,Thu Jan 13 2022 16:01:54 GMT-0600 (CST),22.3,20.2,-1.5
2762,Thu Jan 13 2022 17:01:54 GMT-0600 (CST),22.2,20.2,-1.6
2763,Thu Jan 13 2022 18:01:54 GMT-0600 (CST),22.1,20.2,-1.7
2764,Thu Jan 13 2022 19:01:54 GMT-0600 (CST),22.1,20.2,-1.7
2765,Thu Jan 13 2022 20:01:54 GMT-0600 (CST),22.0,20.2,-1.7
2766,Thu Jan 13 2022 21:01:54 GMT-0600 (CST),21.9,20.3,-1.8
2767,Thu Jan 13 2022 22:01:54 GMT-0600 (CST),21.8,20.3,-1.8
2768,Thu Jan 13 2022 23:01:54 GMT-0600 (CST),21.8,20.4,-1.8
2769,Fri Jan 14 2022 00:01:54 GMT-0600 (CST),21.8,20.4,-1.8
2770,Fri Jan 14 2022 01:01:54 GMT-0600 (CST),21.9,20.6,-1.6
2771,Fri Jan 14 2022 02:01:54 GMT-0600 (CST),21.8,20.7,-1.6
2772,Fri Jan 14 2022 03:01:54 GMT-0600 (CST),21.8,20.8,-1.5
2773,Fri Jan 14 2022 04:01:54 GMT-0600 (CST),21.8,20.8,-1.5
2774,Fri Jan 14 2022 05:01:54 GMT-0600 (CST),21.8,20.8,-1.5
2775,Fri Jan 14 2022 06:01:54 GMT-0600 (CST),21.8,20.7,-1.6
2776,Fri Jan 14 2022 07:01:54 GMT-0600 (CST),21.8,20.6,-1.6
2777,Fri Jan 14 2022 08:01:54 GMT-0600 (CST),21.8,20.5,-1.7
2778,Fri Jan 14 2022 09:01:54 GMT-0600 (CST),21.7,20.4,-1.9
2779,Fri Jan 14 2022 10:01:54 GMT-0600 (CST),21.8,20.2,-1.9
2780,Fri Jan 14 2022 11:01:54 GMT-0600 (CST),22.1,20.0,-1.8
2781,Fri Jan 14 2022 12:01:54 GMT-0600 (CST),22.0,19.8,-2.0
2782,Fri Jan 14 2022 13:01:54 GMT-0600 (CST),22.1,19.7,-2.0
2783,Fri Jan 14 2022 14:01:54 GMT-0600 (CST),22.2,19.7,-1.9
2784,Fri Jan 14 2022 15:01:54 GMT-0600 (CST),22.3,19.7,-1.8
2785,Fri Jan 14 2022 16:01:54 GMT-0600 (CST),22.4,19.7,-1.7
2786,Fri Jan 14 2022 17:01:54 GMT-0600 (CST),22.3,19.7,-1.8
2787,Fri Jan 14 2022 18:01:54 GMT-0600 (CST),22.2,19.7,-1.9
2788,Fri Jan 14 2022 19:01:54 GMT-0600 (CST),22.0,19.7,-2.1
2789,Fri Jan 14 2022 20:01:54 GMT-0600 (CST),21.9,19.7,-2.2
2790,Fri Jan 14 2022 21:01:54 GMT-0600 (CST),21.8,19.6,-2.3
2791,Fri Jan 14 2022 22:01:54 GMT-0600 (CST),21.8,19.5,-2.4
2792,Fri Jan 14 2022 23:01:54 GMT-0600 (CST),21.7,19.3,-2.6
2793,Sat Jan 15 2022 00:01:54 GMT-0600 (CST),21.7,19.2,-2.7
2794,Sat Jan 15 2022 01:01:54 GMT-0600 (CST),21.7,19.0,-2.8
2795,Sat Jan 15 2022 02:01:54 GMT-0600 (CST),21.7,18.9,-2.9
2796,Sat Jan 15 2022 03:01:54 GMT-0600 (CST),21.7,18.7,-3.0
2797,Sat Jan 15 2022 04:01:54 GMT-0600 (CST),21.6,18.6,-3.2
2798,Sat Jan 15 2022 05:01:54 GMT-0600 (CST),21.6,18.4,-3.3
2799,Sat Jan 15 2022 06:01:54 GMT-0600 (CST),21.6,18.2,-3.5
2800,Sat Jan 15 2022 07:01:54 GMT-0600 (CST),21.5,18.0,-3.7
2801,Sat Jan 15 2022 08:01:54 GMT-0600 (CST),21.5,17.7,-3.9
2802,Sat Jan 15 2022 09:01:54 GMT-0600 (CST),21.5,17.5,-4.1
2803,Sat Jan 15 2022 10:01:54 GMT-0600 (CST),21.5,17.3,-4.2
2804,Sat Jan 15 2022 11:01:54 GMT-0600 (CST),21.5,17.0,-4.5
2805,Sat Jan 15 2022 12:01:54 GMT-0600 (CST),21.5,16.8,-4.6
2806,Sat Jan 15 2022 13:01:54 GMT-0600 (CST),21.5,16.6,-4.8
2807,Sat Jan 15 2022 14:01:54 GMT-0600 (CST),21.5,16.4,-5.0
2808,Sat Jan 15 2022 15:01:54 GMT-0600 (CST),21.5,16.3,-5.0
2809,Sat Jan 15 2022 16:01:54 GMT-0600 (CST),21.5,16.1,-5.2
2810,Sat Jan 15 2022 17:01:54 GMT-0600 (CST),21.5,15.9,-5.4
2811,Sat Jan 15 2022 18:01:54 GMT-0600 (CST),21.5,15.8,-5.4
2812,Sat Jan 15 2022 19:01:54 GMT-0600 (CST),21.4,15.7,-5.6
2813,Sat Jan 15 2022 20:01:54 GMT-0600 (CST),21.4,15.6,-5.7
2814,Sat Jan 15 2022 21:01:54 GMT-0600 (CST),21.4,15.4,-5.9
2815,Sat Jan 15 2022 22:01:54 GMT-0600 (CST),21.4,15.2,-6.0
2816,Sat Jan 15 2022 23:01:54 GMT-0600 (CST),21.4,15.0,-6.2
2817,Sun Jan 16 2022 00:01:54 GMT-0600 (CST),21.3,14.8,-6.5
2818,Sun Jan 16 2022 01:01:54 GMT-0600 (CST),21.3,14.6,-6.6
2819,Sun Jan 16 2022 02:01:54 GMT-0600 (CST),21.3,14.5,-6.7
2820,Sun Jan 16 2022 03:01:54 GMT-0600 (CST),21.3,14.3,-6.9
2821,Sun Jan 16 2022 04:01:54 GMT-0600 (CST),21.3,14.2,-7.0
2822,Sun Jan 16 2022 05:01:54 GMT-0600 (CST),21.3,14.1,-7.1
2823,Sun Jan 16 2022 06:01:54 GMT-0600 (CST),21.3,14.0,-7.2
2824,Sun Jan 16 2022 07:01:54 GMT-0600 (CST),21.2,13.9,-7.4
2825,Sun Jan 16 2022 08:01:54 GMT-0600 (CST),21.2,13.8,-7.5
2826,Sun Jan 16 2022 09:01:54 GMT-0600 (CST),21.4,13.7,-7.4
2827,Sun Jan 16 2022 10:01:54 GMT-0600 (CST),21.4,13.6,-7.5
2828,Sun Jan 16 2022 11:01:54 GMT-0600 (CST),21.4,13.5,-7.6
2829,Sun Jan 16 2022 12:01:54 GMT-0600 (CST),21.4,13.4,-7.7
2830,Sun Jan 16 2022 13:01:54 GMT-0600 (CST),21.4,13.3,-7.8
2831,Sun Jan 16 2022 14:01:54 GMT-0600 (CST),21.4,13.3,-7.8
2832,Sun Jan 16 2022 15:01:54 GMT-0600 (CST),21.4,13.3,-7.8
2833,Sun Jan 16 2022 16:01:54 GMT-0600 (CST),21.5,13.3,-7.7
2834,Sun Jan 16 2022 17:01:54 GMT-0600 (CST),21.4,13.3,-7.8
2835,Sun Jan 16 2022 18:01:54 GMT-0600 (CST),21.4,13.2,-7.9
2836,Sun Jan 16 2022 19:01:54 GMT-0600 (CST),21.4,13.1,-8.0
2837,Sun Jan 16 2022 20:01:54 GMT-0600 (CST),21.4,13.0,-8.1
2838,Sun Jan 16 2022 21:01:54 GMT-0600 (CST),21.4,13.0,-8.1
2839,Sun Jan 16 2022 22:01:54 GMT-0600 (CST),21.4,13.1,-8.0
2840,Sun Jan 16 2022 23:01:54 GMT-0600 (CST),21.5,13.2,-7.8
2841,Mon Jan 17 2022 00:01:54 GMT-0600 (CST),21.4,13.4,-7.7
2842,Mon Jan 17 2022 01:01:54 GMT-0600 (CST),21.5,13.4,-7.6
2843,Mon Jan 17 2022 02:01:54 GMT-0600 (CST),21.4,13.5,-7.6
2844,Mon Jan 17 2022 03:01:54 GMT-0600 (CST),21.4,13.5,-7.6
2845,Mon Jan 17 2022 04:01:54 GMT-0600 (CST),21.4,13.5,-7.6
2846,Mon Jan 17 2022 05:01:54 GMT-0600 (CST),21.4,13.6,-7.5
2847,Mon Jan 17 2022 06:01:54 GMT-0600 (CST),21.4,13.6,-7.5
2848,Mon Jan 17 2022 07:01:54 GMT-0600 (CST),21.4,13.6,-7.5
2849,Mon Jan 17 2022 08:01:54 GMT-0600 (CST),21.4,13.6,-7.5
2850,Mon Jan 17 2022 09:01:54 GMT-0600 (CST),21.4,13.6,-7.5
2851,Mon Jan 17 2022 10:01:54 GMT-0600 (CST),21.7,13.6,-7.2
2852,Mon Jan 17 2022 11:01:54 GMT-0600 (CST),21.8,13.6,-7.2
2853,Mon Jan 17 2022 12:01:54 GMT-0600 (CST),21.8,13.6,-7.2
2854,Mon Jan 17 2022 13:01:54 GMT-0600 (CST),22.0,13.7,-6.9
2855,Mon Jan 17 2022 14:01:54 GMT-0600 (CST),21.9,13.7,-7.0
2856,Mon Jan 17 2022 15:01:54 GMT-0600 (CST),22.0,13.6,-7.0
2857,Mon Jan 17 2022 16:01:54 GMT-0600 (CST),22.0,13.6,-7.0
2858,Mon Jan 17 2022 17:01:54 GMT-0600 (CST),22.0,13.6,-7.0
2859,Mon Jan 17 2022 18:01:54 GMT-0600 (CST),21.9,13.6,-7.1
2860,Mon Jan 17 2022 19:01:54 GMT-0600 (CST),21.9,13.6,-7.1
2861,Mon Jan 17 2022 20:01:54 GMT-0600 (CST),22.1,13.6,-6.9
2862,Mon Jan 17 2022 21:01:54 GMT-0600 (CST),21.8,13.6,-7.2
2863,Mon Jan 17 2022 22:01:54 GMT-0600 (CST),21.7,13.7,-7.1
2864,Mon Jan 17 2022 23:01:54 GMT-0600 (CST),21.6,13.8,-7.1
2865,Tue Jan 18 2022 00:01:54 GMT-0600 (CST),21.6,13.8,-7.1
2866,Tue Jan 18 2022 01:01:54 GMT-0600 (CST),21.6,13.8,-7.1
2867,Tue Jan 18 2022 02:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2868,Tue Jan 18 2022 03:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2869,Tue Jan 18 2022 04:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2870,Tue Jan 18 2022 05:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2871,Tue Jan 18 2022 06:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2872,Tue Jan 18 2022 07:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2873,Tue Jan 18 2022 08:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2874,Tue Jan 18 2022 09:01:54 GMT-0600 (CST),21.5,13.8,-7.2
2875,Tue Jan 18 2022 10:01:54 GMT-0600 (CST),21.6,13.9,-7.0
2876,Tue Jan 18 2022 11:01:54 GMT-0600 (CST),21.6,13.9,-7.0
2877,Tue Jan 18 2022 12:01:54 GMT-0600 (CST),21.9,14.0,-6.7
2878,Tue Jan 18 2022 13:01:54 GMT-0600 (CST),22.1,14.3,-6.3
2879,Tue Jan 18 2022 14:01:54 GMT-0600 (CST),22.1,14.5,-6.1
2880,Tue Jan 18 2022 15:01:54 GMT-0600 (CST),22.1,14.9,-5.7
2881,Tue Jan 18 2022 16:01:54 GMT-0600 (CST),22.1,15.2,-5.5
2882,Tue Jan 18 2022 17:01:54 GMT-0600 (CST),22.3,15.8,-4.8
2883,Tue Jan 18 2022 18:01:54 GMT-0600 (CST),22.2,16.2,-4.5
2884,Tue Jan 18 2022 19:01:54 GMT-0600 (CST),22.2,16.7,-4.1
2885,Tue Jan 18 2022 20:01:54 GMT-0600 (CST),22.0,17.0,-4.1
2886,Tue Jan 18 2022 21:01:54 GMT-0600 (CST),21.9,17.3,-3.9
2887,Tue Jan 18 2022 22:01:54 GMT-0600 (CST),21.8,17.6,-3.8
2888,Tue Jan 18 2022 23:01:54 GMT-0600 (CST),21.8,17.9,-3.5
2889,Wed Jan 19 2022 00:01:54 GMT-0600 (CST),21.8,18.2,-3.3
2890,Wed Jan 19 2022 01:01:54 GMT-0600 (CST),21.8,18.5,-3.1
2891,Wed Jan 19 2022 02:01:54 GMT-0600 (CST),21.8,18.7,-3.0
2892,Wed Jan 19 2022 03:01:54 GMT-0600 (CST),21.8,18.8,-2.9
2893,Wed Jan 19 2022 04:01:54 GMT-0600 (CST),21.7,18.9,-2.9
2894,Wed Jan 19 2022 05:01:54 GMT-0600 (CST),21.7,18.9,-2.9
2895,Wed Jan 19 2022 06:01:54 GMT-0600 (CST),21.7,18.8,-3.0
2896,Wed Jan 19 2022 07:01:54 GMT-0600 (CST),21.6,18.4,-3.3
2897,Wed Jan 19 2022 08:01:54 GMT-0600 (CST),21.5,17.9,-3.8
2898,Wed Jan 19 2022 09:01:54 GMT-0600 (CST),21.6,17.5,-4.0
2899,Wed Jan 19 2022 10:01:54 GMT-0600 (CST),21.7,17.1,-4.2
2900,Wed Jan 19 2022 11:01:54 GMT-0600 (CST),21.9,16.7,-4.4
2901,Wed Jan 19 2022 12:01:54 GMT-0600 (CST),21.9,16.3,-4.7
2902,Wed Jan 19 2022 13:01:54 GMT-0600 (CST),22.0,15.9,-5.0
2903,Wed Jan 19 2022 14:01:54 GMT-0600 (CST),22.0,15.5,-5.3
2904,Wed Jan 19 2022 15:01:54 GMT-0600 (CST),22.2,15.2,-5.4
2905,Wed Jan 19 2022 16:01:54 GMT-0600 (CST),22.1,14.9,-5.7
2906,Wed Jan 19 2022 17:01:54 GMT-0600 (CST),22.1,14.6,-6.0
2907,Wed Jan 19 2022 18:01:54 GMT-0600 (CST),22.0,14.3,-6.3
2908,Wed Jan 19 2022 19:01:54 GMT-0600 (CST),21.7,14.0,-6.9
2909,Wed Jan 19 2022 20:01:54 GMT-0600 (CST),21.6,13.7,-7.2
2910,Wed Jan 19 2022 21:01:54 GMT-0600 (CST),21.6,13.4,-7.5
2911,Wed Jan 19 2022 22:01:54 GMT-0600 (CST),21.5,13.2,-7.8
2912,Wed Jan 19 2022 23:01:54 GMT-0600 (CST),21.5,13.0,-8.0
2913,Thu Jan 20 2022 00:01:54 GMT-0600 (CST),21.5,12.8,-8.2
